ID,Gender,Race,Age_at_Release,PUMA,Gang,SupervisionRiskScoreFirst,NumSupervisionLevelFirst,Edu,Dependents,PrisonOffense,PrisonYears,NumPriArrFelon,NumPriArrMisd,NumPriArrViol,NumPriArrProp,NumPriArrDrug,NumPriArrPPVch,PriArrDVch,PriArrGunch,NumPriConvFelon,NumPriConvMisd,PriConViol,NumPriConProp,NumPriConDrug,PriConPPVch,PriConDomVch,PriConvGunch,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Y1Crim,nY1Crim,Training_Sample,pyv
8074,1,0,30,13,0,5,1,3,0,Drug,24,6,2,0,0,3,4,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8075,1,0,35,15,0,8,1,2,2,Property,36,8,5,1,5,0,1,0,0,2,2,0,3,0,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8077,1,0,25,16,0,8,9,2,1,Other,36,3,3,0,0,0,5,0,0,3,3,0,0,0,1,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
8079,1,1,25,6,1,8,1,3,3,Violent/Non-Sex,12,8,2,1,0,1,3,0,1,2,2,1,1,0,0,1,1,1,0,1,1,0,TRUE,FALSE,1,0.701741735
8080,1,1,35,21,0,10,9,2,0,Violent/Non-Sex,24,5,5,2,5,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,1,0.298258265
8081,1,0,25,5,0,10,9,2,0,Drug,24,7,3,1,4,1,5,1,1,1,1,0,2,1,1,0,0,1,1,0,1,0,FALSE,TRUE,1,0.298258265
8082,1,0,30,17,0,8,1,2,3,Property,24,10,6,3,3,3,5,1,0,2,4,1,2,1,0,1,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
8083,0,0,40,13,999,3,1,1,3,Drug,12,3,1,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
8085,1,0,30,7,0,5,4,3,0,Property,24,7,3,0,5,0,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8086,1,1,30,22,0,8,4,3,1,999,12,3,1,0,0,3,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8087,1,0,30,16,0,4,1,3,1,Other,12,8,4,0,5,2,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8089,1,1,25,22,1,6,4,1,1,Other,24,7,5,0,0,5,3,1,0,2,2,0,0,2,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
8090,1,0,25,17,0,8,4,2,3,Drug,36,3,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8091,1,0,30,7,0,5,1,2,0,Property,12,9,6,0,5,1,5,0,0,3,3,1,3,1,1,1,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
8092,1,1,30,7,0,5,4,2,3,Drug,36,6,2,0,0,5,0,0,0,2,1,0,0,2,0,0,0,1,0,1,0,0,FALSE,TRUE,1,0.298258265
8093,1,0,30,10,1,7,4,3,2,Drug,12,3,5,0,2,1,5,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8096,0,0,35,13,999,10,1,2,3,Drug,12,5,3,0,2,1,4,0,0,2,2,0,1,1,1,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
8097,0,0,30,24,999,10,9,1,0,999,24,4,2,0,0,2,3,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,TRUE,FALSE,1,0.701741735
8098,1,1,35,9,0,3,1,2,1,Other,12,7,6,2,0,3,5,0,1,2,4,1,0,1,0,1,0,0,1,0,0,0,FALSE,TRUE,1,0.298258265
8100,1,0,25,21,0,8,4,2,0,Property,24,6,2,0,5,1,2,0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8101,1,1,25,4,0,9,9,1,0,Property,24,10,6,0,5,0,5,0,0,2,3,0,2,0,1,0,0,1,0,0,0,0,TRUE,FALSE,1,0.701741735
8102,1,1,30,6,0,10,9,2,0,999,24,7,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8105,1,0,30,14,0,6,9,2,2,Violent/Non-Sex,12,10,6,1,5,3,5,1,0,0,1,0,2,0,1,0,0,0,1,1,1,1,FALSE,TRUE,1,0.298258265
8107,1,1,30,12,0,9,9,3,2,Property,24,5,3,0,3,1,4,0,1,1,2,0,2,2,1,0,1,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8108,1,1,30,15,0,4,1,1,1,999,12,4,3,0,0,5,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8111,1,0,30,22,0,9,9,2,0,Property,12,5,4,0,2,0,4,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,FALSE,TRUE,1,0.298258265
8114,1,1,25,21,1,999,999,3,0,Property,36,4,1,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
8115,1,1,25,6,1,10,9,2,2,Property,36,7,6,1,2,1,5,1,1,1,4,1,2,2,1,1,1,0,1,1,1,1,TRUE,FALSE,1,0.701741735
8117,1,1,40,5,0,5,1,3,0,Violent/Non-Sex,48,7,0,1,0,3,4,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8118,1,1,30,19,0,6,4,1,3,Violent/Non-Sex,12,8,6,2,1,5,4,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8120,1,1,25,5,0,9,999,3,0,Property,48,4,4,2,3,0,3,0,0,3,2,1,3,0,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8122,1,0,45,4,0,4,9,1,2,Property,48,10,5,1,5,1,5,0,1,3,2,0,2,0,0,0,0,0,0,0,1,1,FALSE,TRUE,1,0.298258265
8123,1,1,30,3,1,6,4,2,3,Drug,24,6,6,2,2,3,4,0,0,1,3,1,1,2,0,0,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
8124,0,0,40,16,999,4,1,1,0,Violent/Non-Sex,12,10,4,2,3,0,5,0,0,3,2,1,2,0,1,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
8126,1,1,40,22,0,6,4,2,3,Other,12,8,1,3,1,3,2,1,1,1,0,0,0,2,0,0,1,0,1,0,0,0,TRUE,FALSE,1,0.701741735
8128,1,1,40,3,0,3,9,3,3,Violent/Sex,48,3,3,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,FALSE,TRUE,1,0.298258265
8129,1,1,35,12,0,7,4,2,0,Property,24,10,6,3,5,4,5,0,1,3,4,1,3,2,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8130,0,0,40,19,999,6,4,3,2,Violent/Non-Sex,24,3,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
8131,1,1,25,18,1,10,9,2,3,Property,36,8,4,0,5,2,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,TRUE,FALSE,1,0.701741735
8132,1,1,30,18,1,4,1,3,1,Violent/Non-Sex,24,7,6,0,1,4,5,0,0,1,4,0,0,2,1,0,0,0,0,0,1,0,TRUE,FALSE,1,0.701741735
8133,1,1,30,4,0,5,9,2,3,Property,36,4,2,1,3,0,3,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
8137,1,0,40,16,0,5,1,3,0,Other,12,4,5,1,1,2,2,1,1,2,2,0,0,2,1,0,1,0,1,1,0,0,FALSE,TRUE,1,0.298258265
8139,1,1,25,25,1,4,1,3,2,999,48,2,6,3,2,0,5,1,0,1,4,1,2,0,0,1,0,0,0,0,0,1,TRUE,FALSE,1,0.701741735
8140,1,0,45,3,1,3,1,2,1,Property,24,7,6,0,5,0,2,0,0,3,4,0,3,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8141,1,1,25,11,1,9,9,2,1,Property,36,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,FALSE,TRUE,1,0.298258265
8142,1,0,40,14,1,8,4,3,0,Property,36,10,6,3,5,3,5,1,0,3,4,1,3,2,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8143,0,0,50,17,999,6,4,3,2,Property,24,10,6,0,4,5,3,0,0,3,4,0,3,2,0,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8144,1,1,25,4,0,7,4,3,1,Other,24,6,6,1,3,2,5,1,0,3,3,1,2,1,1,1,0,0,1,0,0,1,FALSE,TRUE,1,0.298258265
8146,1,0,25,17,0,8,4,3,3,Property,12,6,2,0,3,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,TRUE,FALSE,1,0.701741735
8150,1,1,35,22,1,7,4,2,3,Property,24,9,5,3,3,1,4,1,0,2,4,1,1,0,1,1,0,0,0,0,1,0,TRUE,FALSE,1,0.701741735
8152,1,0,35,17,0,5,999,2,0,Property,12,9,6,0,2,3,5,0,1,3,2,0,1,2,0,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
8155,0,0,45,21,999,3,1,3,3,Drug,12,7,6,0,4,4,1,0,0,3,0,0,1,2,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8156,1,1,30,8,0,7,4,2,1,Property,48,10,4,1,5,0,2,0,0,0,1,0,3,0,0,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
8161,1,1,50,8,0,3,9,3,1,Violent/Sex,48,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8162,1,1,45,19,0,1,1,3,3,Property,12,10,6,0,5,1,5,0,0,3,2,0,3,0,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8163,1,0,30,4,0,8,4,2,1,Property,12,3,2,0,2,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8167,1,0,30,3,0,9,4,2,3,Drug,24,8,6,0,5,2,5,0,0,2,4,0,1,2,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8169,1,0,35,10,1,5,9,2,0,Other,24,9,4,3,3,0,5,0,0,3,4,1,3,0,1,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
8170,1,1,40,8,0,4,1,2,0,Property,24,9,6,3,2,5,4,1,1,3,4,1,2,2,0,1,1,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8173,1,0,25,4,1,8,4,2,0,Property,36,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
8174,1,1,30,6,0,999,9,2,1,Violent/Non-Sex,24,9,5,2,4,2,4,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
8175,1,0,25,22,0,7,4,2,3,Violent/Non-Sex,24,6,6,3,2,1,4,1,1,1,3,1,1,1,0,1,1,1,0,1,0,0,TRUE,FALSE,1,0.701741735
8177,1,0,30,14,0,6,4,2,1,Other,12,3,6,0,0,3,5,0,1,0,2,0,0,2,0,0,1,0,0,1,1,1,FALSE,TRUE,1,0.298258265
8178,1,1,25,19,1,8,4,2,0,Other,24,6,2,1,3,3,3,0,0,0,3,1,3,2,0,0,1,1,0,0,1,0,FALSE,TRUE,1,0.298258265
8180,1,1,35,8,0,3,4,2,2,999,24,6,6,0,3,5,5,0,0,3,4,0,2,2,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
8182,0,0,35,4,999,6,4,1,2,Property,48,5,4,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
8184,1,1,30,8,0,6,4,2,3,Drug,36,2,5,2,0,2,1,0,0,0,4,1,0,1,1,0,0,1,0,0,0,0,FALSE,TRUE,1,0.298258265
8185,1,0,50,20,0,3,9,1,3,Violent/Sex,48,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
8186,0,1,40,5,999,4,1,2,2,Property,12,2,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8187,1,0,40,18,0,7,4,1,3,Violent/Non-Sex,48,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8190,1,1,25,11,1,8,4,2,2,Property,24,8,3,2,5,1,2,0,1,2,2,1,1,1,0,0,0,0,0,0,1,0,FALSE,TRUE,1,0.298258265
8192,1,1,45,4,0,9,9,3,0,Property,48,9,4,1,5,1,3,0,1,1,2,0,3,0,0,0,1,1,0,1,1,0,TRUE,FALSE,1,0.701741735
8193,1,1,30,8,1,5,1,2,0,Violent/Non-Sex,48,3,4,3,0,0,3,0,1,1,2,1,0,0,0,0,1,0,0,0,1,1,TRUE,FALSE,1,0.701741735
8194,1,1,30,7,0,9,9,3,0,Other,48,6,4,2,1,3,3,0,1,1,3,0,0,2,1,0,1,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8195,1,0,30,8,0,5,9,1,0,Violent/Sex,48,5,2,1,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
8196,1,1,35,15,0,4,1,3,2,Drug,12,4,6,2,0,4,3,1,0,3,4,1,0,2,1,0,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
8200,1,0,30,16,0,9,9,2,0,Other,36,4,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8201,1,0,30,17,0,10,9,2,2,Property,24,7,2,2,5,0,3,0,0,2,2,1,3,0,1,0,0,0,1,0,1,1,FALSE,TRUE,1,0.298258265
8202,1,0,25,22,0,6,4,2,0,Drug,12,4,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8203,1,0,45,1,0,4,9,1,3,Violent/Non-Sex,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8204,1,0,30,17,0,5,1,3,0,Property,12,6,3,0,3,3,3,0,1,3,1,0,2,2,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8205,1,1,50,2,0,4,1,1,2,Property,12,10,6,0,5,2,5,0,0,2,4,0,3,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8209,1,0,30,17,0,6,4,3,0,Violent/Non-Sex,12,10,5,3,5,1,5,1,0,1,2,1,3,0,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8213,1,0,30,5,0,9,9,3,0,Property,36,8,1,1,4,1,2,1,0,0,4,1,3,1,0,1,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
8214,1,0,30,20,0,7,4,2,2,Property,36,9,6,1,5,0,3,0,1,1,4,0,3,0,0,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8215,1,1,45,3,1,9,9,2,3,Other,24,8,6,1,1,5,2,0,0,3,3,1,0,2,0,0,0,1,0,1,1,0,TRUE,FALSE,1,0.701741735
8217,0,1,35,10,999,9,4,2,3,Property,48,10,2,0,5,0,5,0,0,3,1,0,3,0,0,0,0,0,1,0,0,0,FALSE,TRUE,1,0.298258265
8218,0,0,45,24,999,3,1,2,0,Drug,12,8,6,0,3,3,5,0,0,2,4,0,1,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8219,1,1,35,14,0,8,4,2,0,Other,36,6,6,0,1,4,5,0,0,3,3,0,1,2,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
8220,1,1,45,4,0,5,9,1,3,Violent/Non-Sex,48,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8227,1,1,35,12,0,4,1,2,1,Violent/Non-Sex,36,2,3,2,0,1,1,1,0,2,1,1,0,1,1,1,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
8228,1,1,35,11,0,4,1,3,1,999,12,10,6,3,3,5,4,1,0,0,4,1,1,1,0,1,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
8231,1,0,40,14,0,8,4,2,3,Violent/Non-Sex,24,5,4,2,1,1,2,0,0,2,3,1,1,1,0,1,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
8232,1,1,25,22,0,10,9,2,3,Drug,36,6,2,0,0,3,4,0,0,0,3,0,0,2,1,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
8233,1,1,25,7,0,6,4,2,1,999,12,10,3,0,1,3,5,0,0,2,2,0,0,0,1,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
8234,1,1,40,5,0,5,999,2,3,Violent/Non-Sex,36,10,6,3,3,5,5,1,0,3,3,1,1,2,1,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
8235,1,1,25,19,0,7,4,3,3,999,24,5,2,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TRUE,FALSE,1,0.701741735
8236,1,0,30,17,0,9,9,2,1,Drug,24,7,6,3,2,3,5,1,0,0,4,1,2,2,1,0,0,1,0,1,1,0,TRUE,FALSE,1,0.701741735
8238,1,0,30,17,0,9,9,3,3,Other,12,9,1,0,4,2,2,0,0,2,0,0,2,1,0,0,0,1,0,1,0,1,TRUE,FALSE,1,0.701741735
8239,1,1,30,7,1,7,4,2,3,Property,12,4,6,0,0,1,5,0,0,1,3,0,0,1,1,0,0,0,0,0,1,0,FALSE,TRUE,1,0.298258265
8240,1,1,30,25,0,8,4,3,1,Violent/Non-Sex,48,9,4,3,4,0,2,0,1,3,3,1,1,0,1,0,0,0,1,0,1,1,TRUE,FALSE,1,0.701741735
8241,1,1,30,11,1,7,4,2,0,Drug,24,6,6,1,2,4,5,0,0,2,4,1,1,2,1,1,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8242,1,0,45,24,0,5,1,3,0,Drug,48,3,4,1,0,3,1,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8243,1,0,50,14,0,5,1,2,1,999,48,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8244,1,1,25,19,1,8,4,3,3,999,12,10,1,0,5,0,5,0,0,0,1,0,3,0,1,0,0,0,1,0,0,1,TRUE,FALSE,1,0.701741735
8245,1,1,40,18,0,5,1,2,3,Property,48,4,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8246,1,1,25,20,0,8,1,3,0,999,36,4,2,0,1,3,0,0,0,1,2,0,0,2,0,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
8249,1,0,25,3,0,10,1,2,1,Property,24,8,1,0,5,1,2,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,TRUE,FALSE,1,0.701741735
8250,1,0,30,12,0,5,1,2,1,Drug,36,4,5,1,1,3,3,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8256,1,1,30,4,0,10,9,3,0,Property,24,9,5,2,5,1,5,0,0,2,1,0,2,0,1,0,0,0,1,0,0,0,TRUE,FALSE,1,0.701741735
8257,1,0,35,22,0,6,4,3,2,Property,12,4,3,0,1,1,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8258,1,1,30,16,0,4,999,3,2,Drug,12,3,3,1,0,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,FALSE,TRUE,1,0.298258265
8260,1,0,35,11,0,8,4,2,0,Property,24,9,6,1,5,3,2,0,0,3,4,0,3,2,1,0,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
8261,0,1,30,3,999,10,9,2,3,Property,36,6,4,0,5,0,2,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,TRUE,FALSE,1,0.701741735
8262,1,1,40,4,0,3,1,2,1,Property,12,8,2,0,5,2,1,0,0,2,1,0,3,2,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8266,1,0,30,17,0,4,9,3,2,Violent/Non-Sex,12,4,2,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
8267,1,0,30,8,0,6,4,2,2,Drug,36,3,2,0,3,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
8268,1,1,25,8,1,9,1,2,0,Property,48,4,1,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE,1,0.298258265
8270,1,0,40,14,0,6,1,3,3,Violent/Non-Sex,24,10,6,3,5,0,5,0,0,3,4,1,3,0,0,0,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
8271,1,1,50,20,0,3,1,1,1,Property,12,4,5,0,4,1,4,0,0,2,2,0,3,0,1,0,0,0,0,0,0,1,TRUE,FALSE,1,0.701741735
8272,0,0,40,9,999,10,9,1,2,Property,24,10,3,0,5,0,4,0,0,1,1,0,3,0,0,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
8274,0,0,30,5,999,7,9,2,0,Drug,48,4,0,1,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8275,1,0,45,14,0,4,999,2,3,Other,36,3,0,1,0,2,1,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
8277,1,1,30,16,0,8,4,2,2,Drug,24,5,6,0,1,5,5,1,0,2,4,1,1,2,1,1,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8280,1,0,25,3,0,10,9,2,2,Property,36,5,5,1,5,1,2,0,1,2,4,0,3,1,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8285,1,0,45,24,1,10,9,2,1,Violent/Non-Sex,48,10,3,2,5,4,4,0,1,3,4,1,2,2,1,0,1,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8286,1,1,50,10,0,5,9,1,3,Violent/Sex,48,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
8288,1,0,30,24,0,5,1,2,1,Property,24,3,4,0,3,1,2,1,1,2,3,0,2,1,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8289,1,1,35,15,1,9,9,2,3,Other,24,7,2,2,2,2,1,0,1,2,1,0,2,1,1,0,1,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8290,1,0,50,15,0,2,999,3,2,Drug,12,6,6,1,3,3,2,0,0,3,4,0,2,2,1,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
8291,1,0,25,24,0,9,9,2,1,Property,24,5,1,0,5,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,TRUE,FALSE,1,0.701741735
8293,1,1,35,11,0,6,4,2,0,999,12,10,6,0,5,5,5,0,0,3,2,0,3,1,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
8294,0,0,30,24,999,9,9,2,2,Property,24,5,2,0,4,3,1,0,0,1,2,0,3,1,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
8295,1,0,50,18,0,9,9,2,0,Property,48,4,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,FALSE,TRUE,1,0.298258265
8296,1,1,30,19,0,8,1,3,3,999,12,7,5,1,0,5,5,1,0,2,3,0,0,2,1,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
8297,1,1,50,18,0,5,1,1,3,Violent/Non-Sex,48,5,2,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
8298,1,1,30,1,0,1,1,2,2,Property,36,5,6,1,0,5,3,0,0,1,2,0,0,2,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
8299,1,1,50,2,0,3,999,3,1,Property,24,10,2,0,5,3,5,0,0,3,4,0,3,1,1,0,0,0,1,1,0,1,TRUE,FALSE,1,0.701741735
8300,1,1,20,11,1,10,9,3,1,Violent/Non-Sex,36,7,0,2,2,1,2,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,TRUE,FALSE,1,0.701741735
8301,1,1,30,20,0,5,1,3,0,Property,12,10,6,0,5,1,5,0,0,3,4,0,3,1,1,0,0,1,0,1,0,0,TRUE,FALSE,1,0.701741735
8302,1,1,30,3,0,8,4,1,3,Drug,24,4,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8304,1,0,50,17,0,4,1,2,0,Drug,12,9,6,1,3,3,5,0,1,3,4,0,0,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
8305,1,1,30,20,0,6,1,3,2,Other,24,7,3,1,4,2,2,0,1,1,4,0,3,2,0,0,1,0,1,1,1,0,FALSE,TRUE,1,0.298258265
8306,1,1,30,4,0,6,4,2,2,999,12,5,2,1,2,2,2,0,0,2,0,1,2,0,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
8307,1,1,50,8,0,4,9,3,3,Violent/Non-Sex,48,10,2,3,5,0,3,0,0,3,3,1,3,0,1,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
8308,1,1,50,20,0,8,9,3,0,Violent/Non-Sex,48,8,3,2,5,1,1,1,0,2,3,1,2,0,0,0,0,1,0,0,0,0,TRUE,FALSE,1,0.701741735
8309,1,1,35,22,0,4,1,1,3,Violent/Non-Sex,48,4,1,1,3,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
8311,1,1,30,3,0,6,9,3,3,Violent/Sex,48,8,1,1,2,0,5,1,0,3,2,1,0,0,1,0,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
8315,0,1,40,3,999,7,4,1,0,Property,24,10,4,2,5,2,5,0,0,2,1,0,3,1,1,0,0,0,0,0,1,0,FALSE,TRUE,1,0.298258265
8316,1,0,30,5,0,9,9,2,1,Other,24,6,5,0,3,5,2,0,1,2,4,0,2,2,1,0,1,1,0,1,1,0,FALSE,TRUE,1,0.298258265
8317,1,1,20,23,1,8,4,3,0,Other,12,4,1,0,0,2,2,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,TRUE,FALSE,1,0.701741735
8319,1,0,50,16,0,3,1,2,2,Violent/Non-Sex,12,4,6,1,2,1,3,0,0,1,2,0,2,0,1,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
8320,1,1,30,3,1,7,4,3,3,999,36,4,6,3,0,4,1,0,0,0,4,1,1,0,0,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
8321,1,0,35,16,0,6,1,2,1,Property,24,5,2,0,5,0,2,0,0,2,1,0,3,0,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
8322,1,1,30,22,0,5,1,2,0,Violent/Non-Sex,36,4,4,3,0,2,3,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,TRUE,FALSE,1,0.701741735
8323,1,1,50,8,0,4,9,2,0,Violent/Non-Sex,48,10,1,3,5,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
