ID,Gender,Race,Age_at_Release,PUMA,Gang,SupervisionRiskScoreFirst,NumSupervisionLevelFirst,Edu,Dependents,PrisonOffense,PrisonYears,NumPriArrFelon,NumPriArrMisd,NumPriArrViol,NumPriArrProp,NumPriArrDrug,NumPriArrPPVch,PriArrDVch,PriArrGunch,NumPriConvFelon,NumPriConvMisd,PriConViol,NumPriConProp,NumPriConDrug,PriConPPVch,PriConDomVch,PriConvGunch,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Y1Crim
3076,1,1,40,3,0,5,1,1,1,Drug,48,9,6,2,5,2,0,1,0,2,4,1,2,0,0,1,0,0,0,1,0,0,0
3077,1,0,45,15,0,7,4,3,0,Property,36,10,3,0,5,3,3,0,1,3,3,0,3,0,1,0,1,1,0,1,0,0,1
3079,1,0,50,17,0,8,4,2,3,Property,36,8,0,3,4,1,0,0,0,2,0,0,2,1,0,0,0,0,0,1,1,1,0
3081,1,0,50,7,0,2,1,2,0,Property,24,10,1,3,4,0,3,0,0,2,0,1,2,0,0,0,0,0,0,1,1,0,0
3082,1,1,50,4,1,5,4,1,0,Drug,36,10,3,3,5,4,5,1,0,3,4,1,3,2,1,1,0,1,0,1,0,0,1
3083,1,1,45,8,0,2,999,2,0,Drug,12,10,2,1,2,4,5,0,0,3,2,1,2,1,1,0,0,0,0,1,1,0,1
3084,1,1,45,14,0,7,4,1,3,Drug,12,10,6,1,1,5,5,1,0,3,4,0,1,2,1,0,0,1,0,0,0,0,0
3085,1,0,40,18,0,6,9,2,3,Drug,24,10,4,0,5,5,4,0,0,3,2,0,2,2,1,0,0,0,0,1,0,0,1
3086,1,1,45,7,0,10,4,1,0,Other,24,10,4,0,5,3,3,0,1,3,0,0,3,1,0,0,1,0,0,0,0,0,1
3087,1,1,45,25,0,6,4,1,3,Violent/Non-Sex,48,3,2,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3088,1,1,50,4,0,6,9,2,1,Violent/Sex,48,4,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0
3090,1,1,45,20,0,4,999,2,3,Property,48,10,6,1,5,0,4,0,0,3,1,0,3,0,0,0,0,0,0,1,0,1,0
3091,1,0,50,8,0,10,9,2,0,Property,36,10,5,0,5,1,5,0,0,3,2,0,3,0,1,0,0,0,0,1,0,0,0
3093,1,1,50,25,0,3,999,2,1,Violent/Non-Sex,24,10,6,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,1,1,0,0,1
3094,1,0,50,11,0,10,1,2,0,Property,24,10,5,2,5,3,3,0,0,3,2,1,3,0,1,0,0,0,0,1,1,0,0
3095,1,0,50,22,0,4,1,2,3,Violent/Non-Sex,48,2,3,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
3096,1,0,50,25,0,5,1,2,3,Violent/Sex,48,4,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
3097,1,0,45,16,0,5,1,3,3,Violent/Non-Sex,24,6,6,3,2,0,2,1,0,1,4,1,0,0,0,0,1,1,0,0,1,1,1
3098,1,0,45,20,0,10,9,2,3,Violent/Non-Sex,48,10,6,2,5,3,4,0,0,3,4,1,3,0,1,0,0,0,0,0,0,0,0
3099,1,1,45,7,0,6,1,3,1,Other,48,10,6,3,3,5,4,0,1,3,2,0,0,0,1,0,1,1,0,0,0,0,0
3101,1,0,45,7,0,9,1,2,2,Property,24,8,1,0,5,0,2,0,0,3,1,0,3,0,1,0,0,1,0,1,1,0,0
3102,1,1,50,22,0,5,9,3,1,Property,48,10,3,3,5,1,0,1,1,3,1,1,3,0,0,1,1,1,0,0,0,0,0
3103,1,1,40,3,0,8,4,1,3,Other,48,3,1,0,1,2,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
3104,1,0,45,5,0,4,9,1,0,Property,48,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3105,1,1,50,24,0,3,1,2,3,Property,36,10,6,3,5,0,5,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0
3107,1,0,40,8,0,6,9,2,0,Property,36,10,2,1,5,2,3,0,0,2,1,0,3,0,0,0,0,0,0,0,1,1,1
3109,1,1,45,4,0,1,1,2,0,Violent/Non-Sex,24,10,1,3,4,2,4,0,1,3,1,1,1,1,1,0,0,1,0,1,1,1,1
3112,1,0,45,14,0,3,999,2,0,Drug,12,10,4,0,5,5,5,0,1,3,3,0,3,2,1,0,1,0,0,1,0,0,0
3113,1,0,40,15,0,10,9,2,0,Property,12,10,6,0,5,4,5,0,0,3,4,0,3,2,1,0,0,0,1,0,0,0,0
3116,1,1,50,8,0,5,9,1,3,Violent/Sex,48,1,4,3,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
3117,1,0,45,9,0,9,9,3,0,Property,36,10,3,1,5,0,5,0,0,3,0,0,3,0,1,0,0,1,0,1,1,0,1
3118,1,1,40,2,0,5,4,2,3,Other,24,6,4,1,4,3,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
3119,1,0,45,22,0,9,9,2,3,Property,24,10,6,2,5,3,5,1,1,3,3,0,3,1,0,0,0,0,1,1,1,0,1
3122,1,0,50,17,0,4,999,3,3,Drug,24,10,6,2,3,2,5,0,0,3,4,1,2,1,1,0,0,0,1,1,0,0,0
3123,1,1,45,8,0,4,1,1,3,Violent/Non-Sex,48,2,1,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3124,1,0,40,17,0,10,9,3,2,Other,36,10,6,0,5,4,4,1,0,2,4,0,3,2,1,0,0,0,0,1,1,0,0
3125,1,1,40,14,0,9,9,2,2,Property,24,10,6,0,5,2,5,0,0,3,4,0,3,2,1,0,0,0,0,1,1,1,0
3126,1,1,40,8,0,5,999,2,3,Drug,36,7,6,3,0,5,1,0,1,3,4,1,0,2,0,0,0,1,0,1,1,0,1
3127,1,0,45,20,0,5,1,2,0,Property,48,9,2,1,5,1,1,0,1,1,3,0,1,0,0,0,0,0,0,1,1,1,0
3129,1,1,40,13,0,8,4,3,2,Property,36,10,6,3,2,4,5,1,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0
3130,1,1,50,20,0,6,4,2,0,Violent/Non-Sex,24,3,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
3131,1,0,50,6,0,5,4,3,3,Drug,36,10,6,3,4,5,4,0,1,3,4,1,2,2,0,0,0,0,0,1,1,0,1
3132,1,1,50,4,0,3,1,2,3,Drug,24,10,6,3,0,2,4,1,0,3,4,1,0,2,1,0,0,1,0,0,0,0,1
3133,0,0,45,11,999,5,1,1,3,Other,12,10,6,1,5,5,5,1,1,3,4,0,1,2,1,1,0,0,0,1,1,0,1
3134,1,0,45,8,0,5,999,1,1,Drug,24,10,4,0,2,5,2,0,0,3,4,0,1,2,1,0,0,0,0,1,1,0,0
3135,1,0,40,1,0,6,1,1,3,Violent/Non-Sex,48,4,0,0,3,0,1,0,0,3,1,0,3,0,1,0,0,0,0,0,0,0,0
3136,1,1,45,17,0,6,4,2,1,Drug,36,10,6,3,1,4,5,1,0,2,4,1,1,1,1,0,0,1,0,0,0,0,1
3137,1,1,40,20,0,8,4,1,3,Violent/Non-Sex,48,4,0,1,1,2,0,0,1,2,0,1,1,1,0,0,1,0,0,1,1,1,0
3139,1,0,50,18,0,2,9,3,3,Violent/Sex,24,10,2,2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
3140,1,0,50,4,0,3,1,1,3,Violent/Non-Sex,48,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3141,1,1,50,14,0,4,999,3,0,Property,24,10,2,3,5,0,4,0,0,2,3,0,3,0,1,0,0,0,1,0,0,0,1
3142,1,0,40,11,0,6,4,1,3,Property,48,8,0,1,3,1,3,0,1,3,0,0,3,0,1,0,1,0,0,0,0,0,0
3143,1,1,40,2,0,6,9,1,3,Violent/Non-Sex,48,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,1,1,45,7,0,5,1,3,3,Drug,24,10,0,2,0,5,3,0,0,3,0,1,0,2,1,0,0,0,0,1,1,0,0
3146,1,1,45,16,0,7,1,1,3,Drug,36,10,6,3,5,5,5,0,1,3,4,0,2,2,1,0,0,1,0,1,1,0,0
3147,1,1,40,22,0,8,9,3,2,Violent/Non-Sex,48,10,4,0,5,4,1,0,1,3,3,1,2,2,1,0,1,0,0,1,0,1,0
3148,1,1,40,6,0,7,1,2,1,Violent/Non-Sex,24,10,6,3,5,0,3,0,0,3,2,1,3,0,0,1,0,0,0,0,1,1,1
3149,1,0,45,16,0,1,1,2,0,Other,24,10,4,3,5,5,4,0,1,3,4,0,3,2,0,0,1,1,0,1,0,0,1
3150,1,1,50,5,0,2,1,1,3,Violent/Non-Sex,48,3,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3151,1,1,40,2,0,3,1,3,1,Drug,12,10,6,3,5,4,5,0,0,3,4,1,3,2,1,0,0,0,0,0,0,0,1
3152,1,1,50,11,0,2,1,2,2,Property,12,10,4,3,5,4,1,0,0,3,0,0,3,2,0,0,1,0,0,1,1,0,0
3153,1,1,50,8,0,3,9,2,0,Violent/Non-Sex,48,3,6,3,2,0,0,0,1,1,4,1,2,0,0,0,1,0,0,0,0,0,0
3154,1,0,50,25,0,5,9,1,1,Violent/Non-Sex,12,10,0,2,5,5,2,0,0,2,0,1,1,0,0,0,0,1,0,1,0,1,0
3156,1,0,50,24,0,3,9,3,1,Violent/Non-Sex,48,10,6,2,5,0,4,0,0,3,4,1,3,0,1,0,0,0,0,1,1,1,0
3157,1,1,50,5,0,4,9,1,3,Violent/Non-Sex,48,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3158,1,1,45,11,0,4,1,3,0,Violent/Non-Sex,48,10,3,1,5,2,3,0,0,3,1,0,3,0,0,0,0,1,0,1,1,0,1
3159,1,1,40,6,1,7,4,1,3,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3161,1,1,40,4,0,6,1,2,3,Violent/Non-Sex,24,10,6,3,5,2,5,1,0,3,4,1,1,2,0,0,0,0,1,1,1,1,0
3162,1,1,40,19,0,5,9,2,1,Violent/Non-Sex,48,4,3,2,2,0,1,0,0,3,3,1,2,0,0,0,0,0,0,0,0,1,0
3163,1,1,45,24,0,4,4,2,2,Violent/Non-Sex,12,10,1,1,4,1,5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
3164,1,1,50,11,0,3,1,2,2,Violent/Non-Sex,48,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,1,1,45,8,0,2,1,2,1,Violent/Non-Sex,24,8,6,3,5,1,3,1,0,2,4,1,3,0,1,1,0,0,0,1,0,1,1
3166,1,0,40,2,0,5,1,2,1,Other,48,10,6,1,1,5,5,0,1,3,4,1,0,2,1,0,1,0,0,1,0,0,1
3169,1,1,40,19,0,3,1,2,0,Drug,12,10,6,0,1,5,5,0,1,2,4,0,0,1,1,0,0,0,1,1,0,0,0
3170,1,0,50,3,0,2,9,3,3,Other,36,8,6,2,0,0,3,0,1,3,4,0,0,0,1,0,0,0,0,0,0,1,0
3173,1,1,40,11,0,7,1,1,3,Violent/Non-Sex,48,7,1,1,2,2,3,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0
3174,1,0,40,25,0,8,4,3,0,Violent/Non-Sex,48,4,4,1,3,1,3,0,0,0,3,0,1,0,1,0,0,0,0,1,1,0,0
3175,1,1,45,16,1,8,1,2,0,Violent/Non-Sex,48,10,0,3,5,3,3,0,0,3,1,0,3,2,0,0,0,1,0,1,0,0,1
3176,1,0,50,8,0,2,9,1,3,Violent/Sex,48,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3177,1,0,50,1,0,2,999,2,3,Property,12,10,6,1,5,0,5,0,0,3,4,1,3,0,1,0,0,0,1,0,0,0,0
3181,1,1,45,19,0,10,9,3,2,Property,24,5,6,2,2,3,5,0,0,3,4,1,2,1,1,0,0,0,0,1,1,1,0
3182,1,1,40,6,0,9,9,1,3,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,1,0,40,3,0,7,1,2,0,Property,24,7,3,0,4,1,3,0,0,0,4,0,2,0,1,0,0,0,0,1,1,0,0
3185,1,1,40,7,0,4,1,2,3,999,24,10,5,2,1,4,4,0,0,2,3,0,0,2,0,0,0,1,0,1,1,0,1
3186,1,1,40,3,0,7,4,3,3,Other,36,8,4,0,0,5,1,1,1,3,1,0,0,1,1,1,1,0,0,1,1,0,0
3187,1,0,45,18,0,8,9,2,0,Property,36,10,6,0,5,0,5,0,0,3,4,0,3,0,1,0,0,1,0,0,0,0,0
3190,1,1,45,6,0,7,4,1,0,Drug,24,4,3,0,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3191,1,1,45,3,0,8,4,1,1,Drug,36,10,6,1,5,5,5,0,0,3,4,0,3,2,1,0,0,0,1,1,1,0,1
3192,1,1,40,14,0,10,4,3,2,999,12,9,0,1,2,4,3,0,1,3,0,0,2,2,0,0,1,0,0,1,1,0,0
3194,1,1,40,6,0,3,1,3,3,Other,24,3,3,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
3195,1,1,40,12,0,2,999,1,3,Drug,12,10,6,3,2,5,5,1,1,3,4,1,1,1,1,1,0,0,0,0,0,0,0
3196,0,1,45,9,999,1,999,3,2,Property,24,8,4,2,4,1,2,0,0,3,2,0,3,1,0,0,0,0,0,1,1,1,0
3197,1,1,40,18,0,6,4,2,1,999,48,8,6,1,0,5,4,0,1,3,1,0,0,2,0,0,0,1,0,1,0,0,1
3199,1,1,40,8,0,5,1,3,3,Violent/Non-Sex,48,5,1,2,0,2,1,0,0,3,2,0,1,2,1,0,0,1,0,1,1,1,0
3200,1,0,40,17,0,10,9,2,0,Property,36,10,5,1,5,2,5,0,1,3,4,1,3,2,1,0,0,1,0,1,1,0,1
3201,1,0,40,17,1,10,9,2,0,Property,48,10,6,1,5,5,5,0,0,3,4,0,3,2,1,0,0,1,0,1,1,0,1
3202,0,1,45,5,999,3,1,2,3,Property,24,10,4,0,5,0,5,0,0,3,3,0,3,0,1,0,0,0,1,1,0,1,1
3203,1,1,40,20,0,7,9,3,0,Property,48,7,4,2,2,0,5,0,1,3,2,1,2,0,1,0,1,0,0,1,0,1,1
3204,1,1,40,18,0,5,9,2,1,Violent/Non-Sex,48,4,1,3,2,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0
3205,1,1,40,2,0,3,1,2,3,Violent/Non-Sex,12,10,1,2,2,3,2,0,1,1,2,1,0,2,0,0,1,0,1,0,0,1,0
3206,1,0,40,24,0,9,9,1,3,Property,48,10,5,1,4,5,2,1,1,1,2,0,3,1,0,0,0,1,0,0,0,0,0
3207,1,1,45,5,0,8,1,3,0,Violent/Non-Sex,48,6,1,3,1,1,2,0,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0
3208,1,1,40,21,0,3,9,2,1,Violent/Non-Sex,12,10,4,3,0,3,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3210,1,0,40,25,0,1,9,3,3,Violent/Non-Sex,12,10,6,3,5,5,5,1,0,3,4,1,3,1,1,0,0,0,1,1,0,0,0
3212,1,1,40,7,0,4,9,2,3,Violent/Non-Sex,48,8,2,3,1,0,1,1,1,3,0,1,1,0,1,0,1,0,0,0,1,1,0
3213,1,1,40,8,0,4,1,3,3,Violent/Non-Sex,36,8,6,3,0,4,2,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,1
3215,1,1,40,7,0,5,999,2,2,999,24,10,2,0,0,5,4,0,0,3,1,0,0,1,1,0,0,1,0,1,0,0,1
3216,1,1,40,12,0,10,9,2,1,Other,48,8,0,3,1,4,2,0,1,2,0,0,0,2,0,0,1,1,0,1,0,1,0
3217,1,1,50,16,0,4,9,2,3,Violent/Non-Sex,48,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3218,1,1,40,8,0,2,999,3,1,Other,12,2,4,3,0,0,2,1,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0
3219,1,1,40,9,0,5,9,3,3,Violent/Non-Sex,48,4,6,3,0,1,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0
3220,1,1,40,18,0,1,1,1,3,Violent/Non-Sex,48,3,1,1,2,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
3222,1,1,40,18,0,4,9,3,1,Violent/Sex,24,5,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0
3223,1,1,50,22,0,6,4,2,0,Property,48,9,1,0,5,0,4,1,0,1,2,1,3,0,0,1,0,1,0,0,0,1,0
3226,1,1,40,6,0,7,1,2,3,Violent/Non-Sex,48,2,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
3228,1,1,50,20,0,6,9,2,0,Violent/Sex,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3230,1,1,40,7,0,6,4,1,3,Drug,12,8,4,2,3,3,3,0,0,1,3,1,0,1,0,0,0,0,0,0,1,0,1
3231,1,0,40,22,0,7,1,3,3,Violent/Non-Sex,36,6,1,1,3,0,2,0,0,1,0,1,2,0,0,0,1,0,1,1,1,1,0
3233,0,1,40,17,999,7,4,2,2,Violent/Non-Sex,48,7,0,1,5,1,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0
3235,1,1,40,14,1,5,1,1,3,Violent/Non-Sex,48,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
3236,1,1,35,5,1,7,9,3,0,Violent/Non-Sex,48,7,5,3,3,0,0,0,1,3,4,1,2,0,0,0,0,0,0,1,1,1,1
3237,1,1,45,19,0,1,1,2,3,Drug,12,2,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
3241,1,1,40,20,0,8,9,3,0,Violent/Non-Sex,48,4,1,2,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0
3242,1,1,40,9,0,5,1,2,0,Violent/Non-Sex,48,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3245,1,0,50,23,0,2,1,1,1,Property,36,4,1,0,3,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,1
3247,1,0,45,24,0,5,4,3,0,Drug,36,10,6,0,4,5,4,0,0,2,4,0,1,1,1,0,0,0,0,1,1,0,1
3248,1,0,45,2,0,4,9,1,3,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3249,1,0,40,22,0,10,9,2,3,Property,48,10,4,1,5,2,1,0,0,3,1,0,3,0,0,0,0,0,0,1,0,1,0
3250,1,1,35,21,0,4,999,2,2,Property,12,10,6,2,5,5,4,0,1,3,4,0,3,2,1,0,0,0,1,0,0,0,0
3251,1,1,45,20,0,5,999,3,1,Property,36,10,5,1,5,0,5,0,0,1,3,0,2,0,1,0,0,1,0,1,1,0,0
3252,1,0,45,18,0,5,1,2,0,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
3254,1,1,40,19,0,4,1,2,2,Property,12,10,6,1,5,1,5,0,0,3,4,1,3,0,1,0,0,0,0,0,0,1,0
3255,1,1,40,3,0,3,1,2,0,Violent/Non-Sex,12,8,3,3,4,0,3,1,0,0,2,1,2,0,0,1,0,1,0,0,0,1,0
3256,1,1,40,11,0,10,9,2,3,Violent/Non-Sex,48,8,1,3,1,2,1,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0
3257,1,1,40,18,0,6,4,1,3,Drug,48,10,6,3,5,4,0,1,0,2,2,0,1,2,0,0,0,1,0,1,1,0,0
3258,1,0,40,17,0,10,9,2,1,Drug,36,10,2,0,5,2,4,0,0,3,2,0,3,2,1,0,0,0,0,1,1,0,1
3259,1,0,45,12,0,4,9,3,2,Violent/Sex,48,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260,1,1,35,6,1,5,9,1,3,Violent/Non-Sex,48,8,2,2,5,0,1,0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1
3263,1,1,35,19,0,6,4,3,0,Violent/Non-Sex,24,7,4,1,4,0,3,0,1,1,1,1,2,0,0,0,1,1,0,0,1,0,0
3265,1,0,40,22,1,8,9,3,0,Violent/Sex,48,8,1,0,4,1,1,0,0,3,0,0,3,1,0,0,0,1,0,1,0,1,0
3266,0,0,50,13,999,4,999,2,1,999,36,10,6,1,2,5,1,1,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0
3268,1,1,40,19,1,7,9,2,3,Violent/Non-Sex,48,4,3,3,2,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,0,0,0
3269,1,1,35,20,0,1,9,1,3,Drug,48,5,0,0,0,5,2,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0
3270,1,1,40,5,0,5,9,2,1,Violent/Non-Sex,36,8,3,1,4,1,2,0,0,3,2,1,3,1,0,0,0,1,0,1,1,1,0
3272,1,1,50,11,0,3,1,1,3,Violent/Non-Sex,48,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3273,1,0,40,4,1,8,4,2,0,Other,24,6,6,1,5,2,3,0,0,3,4,0,2,1,0,0,0,1,0,1,1,0,1
3274,1,1,40,4,1,9,9,3,1,Violent/Non-Sex,48,7,1,2,2,0,0,0,1,3,1,1,3,0,0,0,1,0,0,0,0,1,0
3275,1,1,35,20,0,6,4,2,3,Violent/Non-Sex,48,2,2,3,0,1,0,1,0,0,3,1,0,1,0,1,0,0,0,1,0,1,0
3277,1,1,35,15,0,10,9,3,0,Drug,24,5,4,0,1,4,3,0,0,3,4,0,1,2,1,0,0,0,0,1,1,0,0
3279,1,0,50,17,0,6,4,3,3,Drug,24,7,5,1,2,5,2,0,1,2,2,0,0,2,1,0,0,1,0,0,0,0,0
3280,1,1,45,23,0,3,1,2,1,Property,12,8,1,1,5,0,3,0,0,3,0,1,3,0,0,0,0,0,0,1,0,0,0
3281,1,1,35,15,0,10,9,1,0,Violent/Non-Sex,48,4,3,0,3,1,4,0,0,1,3,0,2,0,1,0,0,0,0,1,0,0,0
3283,1,1,35,8,0,4,1,3,0,999,12,10,1,2,1,5,4,0,1,3,2,1,0,2,0,0,0,0,1,0,1,0,1
3284,1,1,40,14,0,4,999,2,3,Violent/Non-Sex,24,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0
3285,1,1,45,8,0,4,999,1,2,Violent/Non-Sex,48,4,6,3,3,0,4,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0
3288,1,1,35,6,0,6,4,2,1,Violent/Non-Sex,48,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3289,1,1,35,6,0,10,1,3,0,Violent/Non-Sex,48,10,6,3,3,2,5,0,0,3,4,1,2,0,1,1,0,0,0,0,0,0,1
3290,1,1,40,22,0,1,4,3,2,Property,12,7,6,2,5,1,5,1,0,1,3,1,3,1,1,0,0,0,0,1,0,1,1
3293,1,0,45,5,0,3,1,2,0,Property,12,10,6,3,3,1,3,1,0,3,4,1,2,1,0,1,0,0,0,1,0,0,0
3294,1,1,40,20,0,10,9,3,3,Property,24,9,3,0,4,2,4,0,1,3,1,0,2,2,1,0,0,1,0,1,1,1,1
3295,1,1,35,23,0,6,9,3,3,Drug,24,6,0,1,0,3,1,0,0,3,0,1,0,2,0,0,0,1,0,1,1,0,0
3296,1,0,40,14,0,3,1,1,3,Property,24,10,4,0,5,0,5,0,0,3,3,0,3,0,0,0,0,1,0,1,1,0,1
3297,1,1,50,13,0,1,1,2,2,Drug,36,7,3,1,0,5,1,0,1,3,3,0,0,2,1,0,1,1,0,1,1,0,0
3299,1,1,40,20,0,10,9,2,3,Violent/Non-Sex,48,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3300,1,0,35,14,0,7,999,2,2,999,36,6,2,0,2,5,2,0,1,2,1,0,1,2,0,0,1,1,0,1,1,0,0
3302,1,1,35,7,0,5,1,2,3,Property,24,5,1,1,3,1,2,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0
3303,1,1,35,22,1,8,4,3,0,Violent/Non-Sex,24,5,0,1,2,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
3306,1,0,35,25,1,6,4,3,1,Other,24,6,2,2,1,0,3,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0
3307,1,0,50,5,0,4,9,3,0,Violent/Sex,48,2,4,0,2,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0
3309,1,1,50,4,0,10,1,3,1,Property,36,10,4,0,5,1,3,0,1,3,3,0,3,0,0,0,0,1,0,1,0,0,0
3310,1,1,35,7,1,10,9,3,3,Other,24,10,6,3,0,4,4,1,1,2,4,1,0,2,0,0,1,1,1,1,1,0,1
3311,1,1,35,25,0,6,9,3,3,Other,36,3,6,2,1,0,5,0,0,3,3,1,0,0,1,0,0,0,0,1,0,1,0
3312,1,1,50,18,0,4,1,2,1,Property,12,10,6,0,5,3,5,0,1,3,4,0,3,1,1,0,0,0,1,1,0,0,0
3313,1,1,35,6,0,4,9,2,3,Violent/Non-Sex,48,5,4,1,3,0,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
3316,1,0,45,11,0,3,1,2,1,Drug,12,10,6,3,3,5,5,1,1,3,4,1,1,2,1,0,0,0,0,1,0,0,0
3317,1,0,35,19,0,7,9,1,3,Violent/Non-Sex,48,3,2,1,2,0,3,0,0,1,2,1,1,0,1,0,1,0,0,0,0,1,1
3319,1,1,35,5,1,7,9,3,2,Property,36,5,3,1,2,1,3,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,1
3320,1,0,40,4,0,10,9,2,0,Drug,24,10,6,0,5,2,5,0,1,3,4,0,3,2,1,0,1,0,0,1,0,1,0
3324,1,1,35,9,0,4,4,2,3,Property,12,10,3,1,5,2,1,0,1,3,3,1,3,1,0,0,1,0,0,1,0,0,0
3325,1,0,35,7,0,1,1,2,0,Property,36,10,2,0,5,0,5,0,0,1,0,0,3,0,1,0,0,1,0,1,1,1,1
3328,1,1,50,6,0,4,9,2,3,Violent/Non-Sex,48,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3329,1,1,45,11,0,7,4,1,3,Drug,48,3,1,0,0,3,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0
3330,1,1,40,4,1,7,4,1,3,Violent/Non-Sex,24,10,6,3,4,0,3,0,1,3,2,1,1,0,0,0,1,1,0,0,1,0,0
3331,1,1,40,20,0,10,9,3,0,Violent/Non-Sex,24,3,1,1,2,0,0,0,0,3,0,1,2,0,0,0,0,1,0,1,1,1,1
3332,1,1,35,18,0,2,4,3,0,Property,24,8,0,0,5,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0
3333,1,0,35,20,0,7,1,3,2,Drug,24,6,6,3,4,1,2,0,0,2,3,0,3,1,0,0,0,0,0,1,1,0,0
